source,target
WOS:000243687000073,"Vickers P, 2002, INTERACT COMPUT, V14, P435, DOI 10.1016/S0953-5438(02)00003-6"
WOS:000243687000073,"Walker B.N., 1996, P AUD ENG SOC 101 CO"
WOS:000243687000073,"WALKER BN, 2000, MAGNITUDE ESTIMATION"
WOS:000319456200235,"[Anonymous], SIGNAL PROCESSING TE"
WOS:000319456200235,"BAIER G, 2009, MUSIC WORKS CONTRIBU, pCH4"
WOS:000319456200235,"Baier G, 2007, CLIN NEUROPHYSIOL, V118, P1377, DOI 10.1016/j.clinph.2007.01.025"
WOS:000319456200235,"Barrass S, 1999, MULTIMEDIA SYST, V7, P23, DOI 10.1007/s005300050108"
WOS:000319456200235,"Hermann T, 2002, P 8 INT C AUD DISPL, P37"
WOS:000319456200235,"Hermann T., 2011, SONIFICATION HDB"
WOS:000319456200235,"Hermann T., 2006, Proceedings of the 12th international conference on auditory display, P158"
WOS:000319456200235,"Hermann T., 1999, ADV INTELLIGENT COMP, P189"
WOS:000319456200235,"Kaminski M, 2005, PHILOS T R SOC B, V360, P947, DOI 10.1098/rstb.2005.1636"
WOS:000319456200235,"Niedermeyer E., 1999, ELECTROEN CLIN NEURO"
WOS:000319456200235,"Nunez PL, 1997, ELECTROEN CLIN NEURO, V103, P499, DOI 10.1016/S0013-4694(97)00066-7"
WOS:000319456200235,"Rutkowski TM, 2006, LECT NOTES ARTIF INT, V4253, P1232"
WOS:000319456200235,"Terasawa H., 2012, P INT C AUD DISPL IC"
WOS:000262361700004,"ALTY LJ, 1998, P CHI 98 C HUM FACT"
WOS:000262361700004,"EDWARDS ADN, 2008, 2008 C IM SIGN PROC, V2, P128"
WOS:000262361700004,"Honer O., 2004, P INT WORKSH INT SON"
WOS:000262361700004,"JONES K, 2006, P 8 S SYST RES ARTS"
WOS:000262361700004,"KABISCH E, 2005, P ICAT 05 INT C ART"
WOS:000262361700004,"Kramer G., 1994, Auditory Display: Sonification, Audification and Auditory Interfaces"
WOS:000262361700004,"*MAX MSP JITT, GRAPH REAL TIM PROGR"
WOS:000262361700004,"MEIJER PB, 2008, VISION TECHNOLOGY TO"
WOS:000262361700004,"Quinn M., 2008, DESIGN RHYTHMICS SON"
WOS:000262361700004,"Yeo W.S., 2006, P INT C DIGITAL AUDI"
WOS:000262361700004,"ZHAO H, 2004, P ICAD 05 10 M INT C"
WOS:000079059900004,"ALBERS M, 1997, IEEE EXPERT SEP"
WOS:000079059900004,"ALTY JL, 1995, AUSTR C COMP HUM INT"
WOS:000079059900004,"ALTY JL, 1993, COMPUT GRAPHICS, V17"
WOS:000079059900004,"[Anonymous], P 3 INT C AUD DISPL"
WOS:000079059900004,"AXEN U., 1996, P 3 INT C AUD DISPL"
WOS:000079059900004,"BALLAS JA, 1994, SFI S SCI C, V18, P79"
WOS:000079059900004,"BARRASS S, 1998, IN PRESS CSOUND TXB"
WOS:000079059900004,"BARRASS S, 1998, THESIS AUSTR NAT U C"
WOS:000079059900004,"Bertin J., 1981, Graphics and graphic information-processing"
WOS:000079059900004,"Blattner M. M., 1989, Human-Computer Interaction, V4, P11, DOI 10.1207/s15327051hci0401_1"
WOS:000079059900004,"BLATTNER MM, 1994, SFI S SCI C, V18, P447"
WOS:000079059900004,"BLY S, 1994, SFI S SCI C, V18, P405"
WOS:000079059900004,"Bregman A.S., 1999, AUDITORY SCENE ANAL, V2nd"
WOS:000079059900004,"BREWSTER SA, 1994, SFI S SCI C, V18, P471"
WOS:000079059900004,"CASNER S, 1992, ACM T GRAPHIC, V10, P111"
WOS:000079059900004,"Cleveland W.S., 1994, ELEMENTS GRAPHING DA"
WOS:000079059900004,"COHEN J, 1994, SFI S SCI C, V18, P499"
WOS:000079059900004,"Craighead H., 1997, SILICON GUITAR"
WOS:000079059900004,"DAVIS JC, 1997, QUANTUM OSCILLATIONS"
WOS:000079059900004,"DOUGHERTY T, 1996, P 3 INT C AUD DISPL"
WOS:000079059900004,"FITCH WT, 1994, SFI STUDIES SCI COMP, V18"
WOS:000079059900004,"FLOWERS JH, 1996, P 3 INT C AUD DISPL"
WOS:000079059900004,"GARDNER JA, 1996, P 3 INT C AUD DISPL"
WOS:000079059900004,"Gaver W., 1991, PROC CHI 91, P85"
WOS:000079059900004,"GAVER WW, 1994, SFI S SCI C, V18, P417"
WOS:000079059900004,"HAYWARD C, 1994, SFI S SCI C, V18, P369"
WOS:000079059900004,"HORRY Y, 1994, P INT COMP MUS C ICM, P276"
WOS:000079059900004,"JAMES F, 1996, P 3 INT C AUD DISPL"
WOS:000079059900004,"KENDALL GS, 1991, COMPUT MUSIC J, V15, P70, DOI 10.2307/3681076"
WOS:000079059900004,"Kennel A., 1996, P 2 ANN ACM C ASSIST, P51"
WOS:000079059900004,"KRAMER G, 1994, SFI S SCI C, V18, P185"
WOS:000079059900004,"Kramer G, 1994, SFI STUDIES SCI COMP, VXVIII"
WOS:000079059900004,"LOOMIS JM, 1994, P 1 ANN INT ACM SIGC, P85, DOI DOI 10.1145/191028.191051"
WOS:000079059900004,"LUCAS PA, 1994, P 2 INT C AUD DISPL"
WOS:000079059900004,"MARTINS ACG, 1996, P 3 INT C AUD DISPL"
WOS:000079059900004,"MCCABE K, 1994, SFI STUDIES SCI COMP, V18, P321"
WOS:000079059900004,"MISENHEIMER R, 1993, INTRO DAT SON SIGGR"
WOS:000079059900004,"MYNATT ED, 1994, SFI S SCI C, V18, P533"
WOS:000079059900004,"MYNATT ED, 1994, P 2 INT C AUD DISPL"
WOS:000079059900004,"NEWMAN WR, 1991, P JOINT IEEE AUD ENG"
WOS:000079059900004,"PATTERSON RD, 1982, 82017 CIV AV AUTH"
WOS:000079059900004,"ROBERTSON PK, 1988, IEEE COMPUT GRAPH, V8, P50, DOI 10.1109/38.7761"
WOS:000079059900004,"SCALETTI C, 1994, SFI S SCI C, V18, P223"
WOS:000079059900004,"SMITH S, 1994, SFI S SCI C, V18, P167"
WOS:000079059900004,"SMITH S, 1994, P 2 INT C AUD DISPL"
WOS:000079059900004,"SMITH S, 1990, P IEEE VIS 1990"
WOS:000079059900004,"STEVENS RD, 1994, P 2 INT C AUD DISPL"
WOS:000079059900004,"SWAN N, 1996, WAYS SEEINT HLTH REP"
WOS:000079059900004,"Tkaczevski A., 1996, P 3 INT C AUD DISPL"
WOS:000079059900004,"WILLIAMS SM, 1994, SFI S SCI C, V18, P95"
WOS:001265701800002,"Akinshin A., Nonparametric Cohen's d-Consistent Effect Size"
WOS:001265701800002,"Bakker S., 2016, Human-Computer Interaction Series, DOI [10.1007/978-3-319-29523-7, DOI 10.1007/978-3-319-29523-7]"
WOS:001265701800002,"Baur B, 2009, J HAND THER, V22, P163, DOI 10.1016/j.jht.2008.11.001"
WOS:001265701800002,"Blauert J., 1997, SPATIAL HEARING PSYC, DOI DOI 10.7551/MITPRESS/6391.001.0001"
WOS:001265701800002,"Connell L, 2006, COGNITIVE SCI, V30, P95, DOI 10.1207/s15516709cog0000_53"
WOS:001265701800002,"Danna J, 2017, IEEE T HUM-MACH SYST, V47, P299, DOI 10.1109/THMS.2016.2641397"
WOS:001265701800002,"Danna J, 2015, HUM MOVEMENT SCI, V43, P216, DOI 10.1016/j.humov.2014.12.002"
WOS:001265701800002,"Danna J, 2015, PLOS ONE, V10, DOI 10.1371/journal.pone.0128388"
WOS:001265701800002,"Danna J, 2013, RES DEV DISABIL, V34, P4375, DOI 10.1016/j.ridd.2013.09.012"
WOS:001265701800002,"Dyer JF, 2015, The Open Psychology Journal, V8, P192, DOI [10.2174/1874350101508010192, 10.2174/1874350101508010192, DOI 10.2174/1874350101508010192]"
WOS:001265701800002,"Ferguson S., 2013, PROC ICAD, P77"
WOS:001265701800002,"Gross-Vogt K, 2023, PROCEEDINGS OF THE 18TH INTERNATIONAL AUDIO MOSTLY CONFERENCE, AM 2023, P93, DOI 10.1145/3616195.3616233"
WOS:001265701800002,"Hammerschmidt J, 2014, PROCEEDINGS OF THE NORDICHI'14: THE 8TH NORDIC CONFERENCE ON HUMAN-COMPUTER INTERACTION: FUN, FAST, FOUNDATIONAL, P979, DOI 10.1145/2639189.2670255"
WOS:001265701800002,"Hermann T., 2012, Innovative Applications of Ambient Intelligence: Advances in Smart Systems, P98"
WOS:001265701800002,"Leclerc F., 1994, International Journal of Pattern Recognition and Artificial Intelligence, V8, P643, DOI 10.1142/S0218001494000346"
WOS:001265701800002,"Muller-Tomfelde C., 2001, P COST G 6 C DIG AUD"
WOS:001265701800002,"Neuhoff JG, 2019, P 25 INT C AUD DISPL, DOI DOI 10.21785/ICAD2019.069"
WOS:001265701800002,"Norman Don., 2016, The Design of Everyday Things, DOI DOI 10.15358/9783800648108"
WOS:001265701800002,"Parseihian G, 2016, IEEE T MULTIMEDIA, V18, P674, DOI 10.1109/TMM.2016.2531978"
WOS:001265701800002,"Paz-Villagran V. V.-A., 2013, P 10 INT S COMP MUS, P200"
WOS:001265701800002,"REAVLEY W, 1975, J BEHAV THER EXP PSY, V6, P335, DOI 10.1016/0005-7916(75)90074-9"
WOS:001265701800002,"Rocchesso D, 2016, INT J HUM-COMPUT ST, V85, P47, DOI 10.1016/j.ijhcs.2015.07.005"
WOS:001265701800002,"Serafin S., 2011, The sonification handbook p, P87"
WOS:001265701800002,"Thoret E, 2014, J EXP PSYCHOL HUMAN, V40, P983, DOI 10.1037/a0035441"
WOS:001265701800002,"Tunnermann R., 2013, P INT C AUD DISPL IC, P119"
WOS:001265701800002,"Véron-Delor L, 2020, ANN NY ACAD SCI, V1465, P132, DOI 10.1111/nyas.14252"
WOS:001265701800002,"Vickers P, 2017, SEMPRE STUD PSYCHOL, P89"
WOS:001265701800002,"Walker B.N., 2005, ACM Transactions on Applied Perception, V2, P407, DOI [10.1145/1101530.1101534, DOI 10.1145/1101530.1101534]"
WOS:001265701800002,"Yu T, 2016, UBICOMP'16: PROCEEDINGS OF THE 2016 ACM INTERNATIONAL JOINT CONFERENCE ON PERVASIVE AND UBIQUITOUS COMPUTING, P463, DOI 10.1145/2971648.2971681"
WOS:001265701800002,"Zelechowska A, 2020, PROCEEDINGS OF THE 15TH INTERNATIONAL AUDIO MOSTLY CONFERENCE, AM 2020, P107, DOI 10.1145/3411109.3411139"
WOS:000390600700021,"[Anonymous], 1994, THESIS"
WOS:000390600700021,"[Anonymous], P 8 C PART DES ARTF"
WOS:000390600700021,"[Anonymous], ACM T APPL PERCEPTIO"
WOS:000390600700021,"Barrass S., 2003, P ICAD 2003 ICAD"
WOS:000390600700021,"Barrass S., 1998, THESIS"
WOS:000390600700021,"Ben-Tal Oded., 2002, Proceedings of the 8th International Conference on Auditory Display (Kyoto, Japan, 2-5 July, 2002), P151"
WOS:000390600700021,"Carroll J., 2000, P ACM S DES INT SYST, P239"
WOS:000390600700021,"de Campo A, 2007, P 2 INT WORKSH INT S"
WOS:000390600700021,"de Campo A, 2006, P INT C AUD DISPL"
WOS:000390600700021,"Droumeva M., 2006, ROLE PARTICIPATORY W"
WOS:000390600700021,"Frauenberger C, 2009, INT J HUM-COMPUT ST, V67, P907, DOI 10.1016/j.ijhcs.2009.05.008"
WOS:000390600700021,"Giaccardi E, 2008, DIGIT CREAT, V19, P19, DOI 10.1080/14626260701847456"
WOS:000390600700021,"Goudarzi V, 2015, IEEE MULTIMEDIA, V22, P41, DOI 10.1109/MMUL.2015.4"
WOS:000390600700021,"HOFFMAN RR, 1995, ORGAN BEHAV HUM DEC, V62, P129, DOI 10.1006/obhd.1995.1039"
WOS:000390600700021,"Norman D.A., 1986, User Centered Systems Design: New Perspectives on Human-Computer Interaction"
WOS:000390600700021,"Numa K, 2008, LECT NOTES ARTIF INT, V5178, P823, DOI 10.1007/978-3-540-85565-1_102"
WOS:000390600700021,"Schuler D., 1993, PARTICIPATORY DESIGN"
WOS:000390600700021,"Svanaes D., 2004, P 2004 C HUMAN FACTO, P479, DOI DOI 10.1145/985692.985753"
WOS:000390600700021,"Walker Bruce, 2003, P INT C AUD DISPL"
WOS:001518585200001,"Adrian ED, 1934, BRAIN, V57, P355, DOI 10.1093/brain/57.4.355"
WOS:001518585200001,"Barrass S, 2012, AI SOC, V27, P177, DOI 10.1007/s00146-011-0335-5"
WOS:001518585200001,"Brooke John., 1996, SUS QUICK DIRTY USAB, DOI DOI 10.1201/9781498710411-35"
WOS:001518585200001,"Cassidy R. J., 2004, Conference Record of the Thirty-Eighth Asilomar Conference on Signals, Systems and Computers (IEEE Cat. No.04CH37592), P1611"
WOS:001518585200001,"Cesarini D., 2014, SONIFICATION HLTH EN"
WOS:001518585200001,"Donahue C, 2019, PROCEEDINGS OF IUI 2019, P160, DOI 10.1145/3301275.3302288"
WOS:001518585200001,"Duff M, 2010, IEEE T NEUR SYS REH, V18, P531, DOI 10.1109/TNSRE.2010.2055061"
WOS:001518585200001,"Edwards A., 2010, SONIFICATION STRATEG"
WOS:001518585200001,"Finstad K, 2010, INTERACT COMPUT, V22, P323, DOI 10.1016/j.intcom.2010.04.004"
WOS:001518585200001,"Gichoya JW, 2017, IEEE ENG MED BIO, P2430, DOI 10.1109/EMBC.2017.8037347"
WOS:001518585200001,"Greasley A., 2016, The Oxford Handbook of Music Psychology, P263, DOI DOI 10.1093/OXFORDHB/9780198722946.013.58"
WOS:001518585200001,"Hermann T., 2011, SONIFICATION HDB"
WOS:001518585200001,"Jovanov E., 1998, INT C AUDITORY DISPL, P1"
WOS:001518585200001,"Kagawa T., 2012, Complex, Intelligent and Software Intensive Systems, Sixth International Conference on (Palermo, Italy, 4-6 July, 2012), P699, DOI DOI 10.1109/CISIS.2012.144"
WOS:001518585200001,"Khosravi P, 2019, NPJ DIGIT MED, V2, DOI 10.1038/s41746-019-0096-y"
WOS:001518585200001,"Maes PJ, 2019, J MULTIMODAL USER IN, V13, P155, DOI 10.1007/s12193-018-0279-x"
WOS:001518585200001,"Nagy Z. P., 2019, IN VITRO FERTILIZATI, DOI DOI 10.1007/978-3-319-43011-9"
WOS:001518585200001,"Neuhoff J. G., 2019, IS SONIFICATION DOOM"
WOS:001518585200001,"Newbold J, 2020, J MULTIMODAL USER IN, V14, P153, DOI 10.1007/s12193-020-00322-2"
WOS:001518585200001,"Newbold JW, 2016, 34TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2016, P5698, DOI 10.1145/2858036.2858302"
WOS:001518585200001,"Nikolaidis R, 2012, COMPUT MUSIC J, V36, P55, DOI 10.1162/COMJ_a_00105"
WOS:001518585200001,"Park S., 2010, ICMC"
WOS:001518585200001,"Savery R., 2019, SOCCER SONIFICATION"
WOS:001518585200001,"Scholz DS, 2015, ANN NY ACAD SCI, V1337, P69, DOI 10.1111/nyas.12691"
WOS:001518585200001,"Tomlinson BJ, 2018, CHI 2018: EXTENDED ABSTRACTS OF THE 2018 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, DOI 10.1145/3170427.3188659"
WOS:001518585200001,"Tomlinson BJ, 2018, ASSETS'18: PROCEEDINGS OF THE 20TH INTERNATIONAL ACM SIGACCESS CONFERENCE ON COMPUTERS AND ACCESSIBILITY, P438, DOI 10.1145/3234695.3241009"
WOS:001518585200001,"Vljame A., 2013, REV REAL TIME EEG SO"
WOS:001518585200001,"Vogt K, 2010, LECT NOTES COMPUT SC, V5954, P103"
WOS:001518585200001,"Walker B.N., 2011, The Sonification Handbook, P9"
WOS:001518585200001,"Walus B. P., 2014, P SONIHED C SONIFICA"
WOS:001518585200001,"Winters R. M., 2015, SONIFICATION TOHOKU"
WOS:001518585200001,"Yang J., 2014, P SONIHEDCONFERENCE"
WOS:001249454300091,"ableton, Ableton Live 11 Suite"
WOS:001249454300091,"Bevilacqua F, 2018, PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE ON MOVEMENT AND COMPUTING (MOCO'18), DOI 10.1145/3212721.3212881"
WOS:001249454300091,"Bui Minh Tuyet., 2015, The Essence of Contact Improvisation in Dance/Movement Therapy"
WOS:001249454300091,"Collier WG, 2001, AM J PSYCHOL, V114, P355, DOI 10.2307/1423686"
WOS:001249454300091,"Giomi A, 2020, PROCEEDINGS OF THE 7TH INTERNATIONAL CONFERENCE ON MOVEMENT AND COMPUTING, MOCO 2020, DOI 10.1145/3401956.3404226"
WOS:001249454300091,"Jackson K, 2022, AM J DANCE THER, V44, P21, DOI 10.1007/s10465-022-09360-7"
WOS:001249454300091,"Koch SC, 2019, FRONT PSYCHOL, V10, DOI 10.3389/fpsyg.2019.01806"
WOS:001249454300091,"Matherly N, 2014, AM J DANCE THER, V36, P77, DOI 10.1007/s10465-013-9161-2"
WOS:001249454300091,"Niewiadomski R, 2018, PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE ON MOVEMENT AND COMPUTING (MOCO'18), DOI 10.1145/3212721.3212816"
WOS:001249454300091,"Niewiadomski R, 2019, J MULTIMODAL USER IN, V13, P191, DOI 10.1007/s12193-018-0284-0"
WOS:001249454300091,"Oppici L, 2020, FRONT PSYCHOL, V11, DOI 10.3389/fpsyg.2020.02233"
WOS:001249454300091,"Playtronica, About us"
WOS:001249454300091,"Ren HT, 2022, FRONT PSYCHOL, V13, DOI 10.3389/fpsyg.2022.937564"
WOS:001249454300091,"Sakiyama Y., 2003, American Journal of Dance Therapy, V25, P79"
WOS:000387454000087,"Abbiss CR, 2009, INT SPORTMED J, V10, P1"
WOS:000387454000087,"Bertucci W.M., 2012, J SCI CYCLING, V1, P42"
WOS:000387454000087,"Bini R., 2014, BIOMECHANICS CYCLING, P43, DOI [10.1007/978-3-319-05539-8, DOI 10.1007/978-3-319-05539-8]"
WOS:000387454000087,"Brown RM, 2012, MEM COGNITION, V40, P567, DOI 10.3758/s13421-011-0177-x"
WOS:000387454000087,"CHOLLET D, 1992, BIOMECHANICS AND MEDICINE IN SWIMMING, P57"
WOS:000387454000087,"FREIDES D, 1974, PSYCHOL BULL, V81, P284, DOI 10.1037/h0036331"
WOS:000387454000087,"Kim RS, 2008, PLOS ONE, V3, DOI 10.1371/journal.pone.0001532"
WOS:000387454000087,"Marchal-Crespo L, 2015, INT C REHAB ROBOT, P151, DOI 10.1109/ICORR.2015.7281191"
WOS:000387454000087,"Ronsse R, 2011, CEREB CORTEX, V21, P1283, DOI 10.1093/cercor/bhq209"
WOS:000387454000087,"Schaffert N, 2011, J HUM SPORT EXERC, V6, P392, DOI 10.4100/jhse.2011.62.20"
WOS:000387454000087,"Schmitz G, 2013, BMC NEUROSCI, V14, DOI 10.1186/1471-2202-14-32"
WOS:000387454000087,"Seitz AR, 2006, CURR BIOL, V16, P1422, DOI 10.1016/j.cub.2006.05.048"
WOS:000387454000087,"Shams L, 2008, TRENDS COGN SCI, V12, P411, DOI 10.1016/j.tics.2008.07.006"
WOS:000387454000087,"Sigrist R, 2014, 10 S DYS SPORT VIENN"
WOS:000387454000087,"Sigrist R, 2015, EXP BRAIN RES, V233, P909, DOI 10.1007/s00221-014-4167-7"
WOS:000387454000087,"Sigrist R, 2013, PSYCHON B REV, V20, P21, DOI 10.3758/s13423-012-0333-8"
WOS:000387454000087,"WELCH RB, 1980, PSYCHOL BULL, V88, P638, DOI 10.1037/0033-2909.88.3.638"
WOS:000387454000087,"Xu JY, 2015, IEEE J BIOMED HEALTH, V19, P440, DOI 10.1109/JBHI.2014.2322871"
WOS:000387454000087,"Zatorre RJ, 2007, NAT REV NEUROSCI, V8, P547, DOI 10.1038/nrn2152"
WOS:000223198000099,"BARRA M, 2001, P INT C AUD DISPL HE"
WOS:000223198000099,"BARRA M, 2002, IEEE MULTIMEDIA JUL, V9"
WOS:000223198000099,"BENTAL O, 2002, P INT C AUD DISPL"
WOS:000223198000099,"Burton AR, 1999, COMPUT MUSIC J, V23, P59, DOI 10.1162/014892699560001"
WOS:000223198000099,"Buxton W., 1978, Computer Music Journal, V2, P10, DOI 10.2307/3680369"
WOS:000223198000099,"Cohen J., 1994, AUDITORY DISPLAY SON"
WOS:000223198000099,"Dorin A., 2002, P INT C AUD DISPL"
WOS:000223198000099,"HAUS G, 1992, COMPUTER GENERATED M, P53"
WOS:000223198000099,"JOSEPH A. J., 2002, P INT C AUD DISPL"
WOS:000223198000099,"Miranda E.R., 2001, COMPOSING MUSIC COMP, DOI DOI 10.4324/9780080502403"
WOS:000223198000099,"MIRANDA ER, 1993, INTERFACE-J NEW MUS, V22, P3, DOI 10.1080/09298219308570616"
WOS:000223198000099,"MIRANDA ER, 1993, INTERFACE, V22, P1"
WOS:000223198000099,"NELSON GL, 1993, REAL TIME TRANSFORMA"
WOS:000223198000099,"PUCKETTE M, PD PURE DATA"
WOS:000223198000099,"ROADS C, 1996, COMPUTER MUSIC TUTOR, pCH18"
WOS:000223198000099,"Roads Curtis., 1979, COMPUT MUSIC J, V3, P45"
WOS:000223198000099,"STURM BL, 2000, P INT C AUD DISPL"
WOS:000223198000099,"THOMPSON T, NOSUCH MIDI"
WOS:000223198000099,"VERCOE B, 1986, CSOUND MANUAL"
WOS:000223198000099,"Walker Bruce, 2003, P INT C AUD DISPL"
WOS:000650513000016,"Axon L., 2017, Int. J. Adv. Secur, V10, P26"
WOS:000650513000016,"Axon L, 2019, COMPUT SECUR, V83, P367, DOI 10.1016/j.cose.2019.03.004"
WOS:000650513000016,"Axon L, 2018, J AUDIO ENG SOC, V66, P1016, DOI 10.17743/jaes.2018.00057"
WOS:000650513000016,"Axon Louise, 2018, WORKSHOP USABLE SECU, DOI [10.14722/usec.2018.23024, DOI 10.14722/USEC.2018.23024]"
WOS:000650513000016,"Balakrishnan B., 2013, SECURITY DATA VISUAL"
WOS:000650513000016,"Ballora M., 2011, P SPIE DEFENSE SECUR"
WOS:000650513000016,"Complex data visualized, 2013, SECURITY LOG VISUALI"
WOS:000650513000016,"DAmico A., 2005, HUMAN FACTORS ERGONO, P229, DOI DOI 10.1177/154193120504900304"
WOS:000650513000016,"Debashi M, 2018, IEEE ACCESS, V6, P33826, DOI 10.1109/ACCESS.2018.2847349"
WOS:000650513000016,"Debashi M, 2018, PLOS ONE, V13, DOI 10.1371/journal.pone.0195948"
WOS:000650513000016,"Field A., 2013, Discovering Statistics Using IBM SPSS Statistics, V4th, P591"
WOS:000650513000016,"Goutte C, 2005, LECT NOTES COMPUT SC, V3408, P345"
WOS:000650513000016,"Hermann T., 2011, SONIFICATION HDB"
WOS:000650513000016,"Hildebrandt T, 2016, INT J HUM-COMPUT ST, V95, P54, DOI 10.1016/j.ijhcs.2016.06.002"
WOS:000650513000016,"King N., 1998, QUALITATIVE METHODS, P118, DOI DOI 10.1080/0969594X.2016.1223016"
WOS:000650513000016,"Schneiderman B., 2019, DESIGNING USER INTER"
WOS:000650513000016,"Sharafaldin I, 2018, ICISSP: PROCEEDINGS OF THE 4TH INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS SECURITY AND PRIVACY, P108, DOI 10.5220/0006639801080116"
WOS:000650513000016,"Sundaramurthy S.C., 2014, PROC 2014 ACM WORKSH, P43, DOI DOI 10.1145/2663887.2663904"
WOS:000650513000016,"Sundaramurthy SC, 2017, IEEE INTERNET COMPUT, V21, P40, DOI 10.1109/MIC.2017.52"
WOS:000650513000016,"Sundaramurthy SathyaChandran., 2015, Eleventh Symposium On Usable Privacy and Security SOUPS 2015, P347"
WOS:000650513000016,"Walker BN, 2007, APPL COGNITIVE PSYCH, V21, P579, DOI 10.1002/acp.1291"
WOS:000245353900018,"ALTY JL, 1998, CHI 98 LOS ANG CA US"
WOS:000245353900018,"BARASS S, 1997, THESIS AUSTR NATL U"
WOS:000245353900018,"BEVAN N, 1994, BEHAV INFORM TECHNOL, V13, P132, DOI 10.1080/01449299408914592"
WOS:000245353900018,"Bevan N, 2001, INT J HUM-COMPUT ST, V55, P533, DOI 10.1006/ijhc.2001.0483"
WOS:000245353900018,"BEVAN N, 1995, P 6 INT C HUM INT YO"
WOS:000245353900018,"Bevan N., 1991, P 4 INT C HCI STUTTG"
WOS:000245353900018,"BREWSTER S., 1994, THESIS U YORK"
WOS:000245353900018,"BREWSTER SA, 1992, P 1992 INT C AUD DIS"
WOS:000245353900018,"Coren S., 2004, SENSATION PERCEPTION"
WOS:000245353900018,"CUNNINGHAM BS, 2004, P 2004 INT C AUD DIS"
WOS:000245353900018,"DAUDE S, 2003, DEISIGN PROCESS AUDI"
WOS:000245353900018,"DUFRESNE A, 1996, P 1996 INT C AUD DIS"
WOS:000245353900018,"EDWARDS ADN, 2000, P 2000 INT C AUD DIS"
WOS:000245353900018,"EDWORTHY J, 2002, P DES SON C PAR"
WOS:000245353900018,"FLORIAN D, 2001, P 2001 INT C AUD DIS"
WOS:000245353900018,"GAVER WW, P SANT FE I STUD SCI"
WOS:000245353900018,"Hermann Thomas, 2002, Ph.D. Dissertation"
WOS:000245353900018,"JANATE P, 2004, P 2004 INT C AUD DIS"
WOS:000245353900018,"KRAMER G, 1994, AUDITORY DISPLAYS SO, V18"
WOS:000245353900018,"Leplatre G., 2004, P 2004 INT C AUD DIS"
WOS:000245353900018,"LODHA SK, 1997, MUSE MUS DAT SON TOO"
WOS:000245353900018,"MALANDRINO D, P 2003 INT C AUD DIS"
WOS:000245353900018,"*NAT SCI FDN, SON REP STAT FIELD R"
WOS:000245353900018,"NEILEN J, 1993, USABILITY ENG"
WOS:000245353900018,"NORMAN DA, 1988, DEISNG EVERYDAY THIN"
WOS:000245353900018,"Pauletto Sandra, 2004, P 2004 INT C AUD DIS"
WOS:000245353900018,"ROBER N, 2004, P 2003 INT C AUD DIS"
WOS:000245353900018,"ROBERN N, 2004, P 2003 INT C AUD DIS"
WOS:000245353900018,"SCALETTI C, 1994, SOUND SYNTHESIS ALGO"
WOS:000245353900018,"STEVENS C, 2004, P 2004 INT C AUD DIS"
WOS:000245353900018,"STEVENS R, 1996, THESIS U YORK"
WOS:000245353900018,"STEVENS RD, 1994, P 1994 INT C AUD DIS"
WOS:000245353900018,"VICKERS P, 2000, P 2000 INT C AUD DIS"
WOS:000245353900018,"ZHAO H, 2004, P 2004 INT C AUD DIS"
WOS:000594823600006,"Berleant A., 2016, RETHINKING AESTHETIC"
WOS:000594823600006,"Candlin F, 2003, INT J ART DES EDUC, V22, P100, DOI 10.1111/1468-5949.00343"
WOS:000594823600006,"Candlin Fiona., 2010, Art, Museums and Touch"
WOS:000594823600006,"Elkins James., 2004, PICTURES TEARS HIST"
WOS:000594823600006,"Hooper-Greenhill E., 2004, The educational role of the museum, P44"
WOS:000594823600006,"Jeon Myounghoon., 2019, 25 INT C AUD DISPL I"
WOS:000594823600006,"Kesner L, 2006, MUS MANAGE CURATOR, V21, P4, DOI 10.1016/j.musmancur.2005.09.007"
WOS:000594823600006,"Latour B., 1993, We Have Never Been Modern"
WOS:000594823600006,"Parkinson A., 2013, International symposium on computer music multidisciplinary research, P151"
WOS:000594823600006,"Prottas N, 2017, J AESTHET EDUC, V51, P1"
WOS:000594823600006,"Rector Kyle, 2017, Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies, V1, DOI [10.1145/3130958, 10.1145/3130958]"
WOS:000594823600006,"Ringel Morris Meredith., 2017, EYES FREE ART EXPLOR"
WOS:000594823600006,"Vickers P, 2017, SEMPRE STUD PSYCHOL, P89"
WOS:000594823600006,"Walker B N., 2011, The sonification handbook"
WOS:000594823600006,"Whitehead Christopher., 2012, Interpreting Art in Museums and Galleries"
WOS:000264858700028,"Catalano CE., 2002, Journal of Computing and Information Science and Engineering, V2, P11"
WOS:000264858700028,"Hermann T, 2005, IEEE MULTIMEDIA, V12, P20, DOI 10.1109/MMUL.2005.26"
WOS:000264858700028,"HERMANN T, 2002, THESIS BIELEFELD U G"
WOS:000264858700028,"Leissa A. W., 1969, SP160 NASA"
